#sceneRasterWidth=160
featureId	CHL:float
1390	3.1682267
1391	3.1224773
1392	3.215934
1393	3.1583745
1394	3.1886313
1395	3.1722076
1396	3.1692579
1397	3.0686443
1398	3.0613463
1399	2.9849179
1400	2.957284
1401	2.8866794
1402	2.797685
1403	2.8067822
1404	2.6713498
1405	2.6336372
1406	2.5986834
1407	2.5773242
1408	2.5776064
1409	2.6045027
1410	2.6258872
1411	2.5887406
1412	2.5580359
1413	2.580309
1414	2.605906
1415	2.6296418
1416	2.6407702
1417	2.6127858
1418	2.6440957
1419	2.7773912
1420	2.799844
1421	2.98211
1422	3.0780232
1423	3.0907803
1424	3.143282
1425	3.1459134
1426	3.1516664
1427	3.2494693
1428	3.3812926
1429	3.5421753
1430	3.5627673
1431	3.795806
1432	3.7833674
1433	3.861368
1434	3.8867908
1435	3.9491575
1436	4.011009
1437	4.345526
1438	4.445028
1439	4.6527
1440	2.9916117
1441	3.0478902
1442	3.1672657
1443	3.2868912
1444	3.248145
1445	3.2023733
1446	2.981157
1447	2.7912652
1448	2.803094
1449	2.714263
1450	2.630369
1451	2.469403
1452	2.3409326
1453	2.2859406
1454	2.207027
1455	2.1612637
1456	2.1170359
1457	2.1046634
1458	2.086094
1459	2.1069818
1460	2.0356545
1461	1.8972741
1462	1.8666488
1463	1.8378545
1464	1.7433895
1465	1.7518226
1466	1.6624227
1467	1.6986271
1468	1.6890473
1469	1.7167891
1470	1.6933291
1471	1.6740615
1472	1.6865045
1473	1.6590927
1474	1.6285446
1475	1.619441
1476	1.5823394
1477	1.5146624
1478	1.5106356
1479	1.4713706
1480	1.4927989
1481	1.4624095
1482	1.4876597
1483	1.4925281
1484	1.4636316
1485	1.4449395
1486	1.445455
1487	1.5039265
1488	1.51871
1489	1.5396205
1490	1.5606121
1491	1.5943346
1492	1.6402744
1493	1.6495533
1494	1.6962283
1495	1.7026237
1496	1.7953081
1497	1.81359
1498	1.8992461
1499	1.9435147
1500	1.9725945
1501	2.1372726
1502	2.1891396
1503	2.2963314
1504	2.3534527
1505	2.4016027
1506	2.5165553
1507	2.536783
1508	2.705303
1509	2.8534164
1510	2.9090295
1511	3.0127425
1512	3.1606743
1513	3.1655953
1514	3.2581642
1515	3.2978702
1516	3.2356513
1517	3.3079193
1518	3.3010223
1519	3.3024664
1520	3.1919422
1521	3.2812057
1522	3.2894742
1523	3.3158658
1524	3.4072387
1525	3.3923643
1526	3.4025004
1527	3.3666246
1528	3.424585
1529	3.367707
1530	3.3497047
1531	3.3831918
1532	3.3507185
1533	3.3293786
1534	3.273959
1535	3.2724059
1536	3.2664404
1537	3.27035
1538	3.2656312
1539	3.215254
1540	3.119358
1541	3.0877485
1542	3.098619
1543	3.149508
1544	3.1158364
1545	3.1436741
1546	3.0142
1547	3.0577998
1548	3.1388426
1549	3.204842
1550	3.1743808
1551	3.131638
1552	3.151993
1553	3.2607882
1554	3.2313309
1555	3.1528728
1556	3.096841
1557	3.0983
1558	2.9541042
1559	2.8721194
1560	2.8098347
1561	2.822085
1562	2.822138
1563	2.7194068
1564	2.6645534
1565	2.6142263
1566	2.6032703
1567	2.583128
1568	2.5772972
1569	2.64011
1570	2.6646605
1571	2.6872437
1572	2.642462
1573	2.6805525
1574	2.7059433
1575	2.8503964
1576	2.882112
1577	2.8742712
1578	2.8303666
1579	2.8534243
1580	3.0335932
1581	2.979282
1582	3.0243149
1583	3.1214118
1584	3.17313
1585	3.2750106
1586	3.3068645
1587	3.3306196
1588	3.629396
1589	3.6415167
1590	3.656506
1591	3.6605103
1592	3.7493982
1593	3.9600387
1594	3.9848754
1595	4.088197
1596	4.1996098
1597	4.5191097
1598	4.8855906
1599	4.8231506
1600	2.919971
1601	2.8995306
1602	3.002925
1603	3.1371822
1604	3.0423594
1605	2.9626396
1606	2.854195
1607	2.8441584
1608	2.7567272
1609	2.7388563
1610	2.4856956
1611	2.4238703
1612	2.436329
1613	2.1626863
1614	2.127233
1615	2.155885
1616	2.183094
1617	2.1623461
1618	2.0660233
1619	2.0178518
1620	1.9277153
1621	1.8965025
1622	1.815462
1623	1.7412935
1624	1.7120233
1625	1.6850913
1626	1.6943882
1627	1.6677603
1628	1.719672
1629	1.7124016
1630	1.7416109
1631	1.7130519
1632	1.6771003
1633	1.6269408
1634	1.6058182
1635	1.5638617
1636	1.5381175
1637	1.5509019
1638	1.5232247
1639	1.5201821
1640	1.4834396
1641	1.4887565
1642	1.5036805
1643	1.465065
1644	1.4558415
1645	1.4968187
1646	1.5106419
1647	1.5195651
1648	1.6156689
1649	1.6172113
1650	1.6538993
1651	1.6422552
1652	1.6226461
1653	1.663669
1654	1.7029873
1655	1.7680445
1656	1.8352863
1657	1.8886626
1658	1.9331683
1659	2.0394378
1660	2.0815828
1661	2.110638
1662	2.2431865
1663	2.350602
1664	2.3470337
1665	2.4873605
1666	2.5385184
1667	2.628853
1668	2.7959337
1669	2.8532882
1670	2.980372
1671	2.9856644
1672	3.0294805
1673	3.0582159
1674	3.1762087
1675	3.2242749
1676	3.2876737
1677	3.1245244
1678	3.1536534
1679	3.118144
1680	3.1312892
1681	3.1473134
1682	3.1749096
1683	3.194664
1684	3.2489655
1685	3.2820847
1686	3.2784367
1687	3.2559326
1688	3.3378959
1689	3.3166242
1690	3.3102663
1691	3.3078375
1692	3.2448838
1693	3.1602836
1694	3.1676116
1695	3.1416106
1696	3.1243098
1697	3.1195755
1698	3.115145
1699	3.0832458
1700	3.1069732
1701	3.1137896
1702	3.082046
1703	3.0386488
1704	3.111742
1705	3.0698059
