1	3.689
36	3.689423162
38	5.259770536
39	6.614968514
40	10.04179556
42	5.831579107
43	5.563186635
44	12.40599079
45	6.710655284
47	5.526632954
48	6.808136042
49	6.115243625
50	14.60410036
54	7.181911869
55	7.086145312
56	4.490530753
58	4.216250225
59	10.41574534
60	4.107915645
61	3.912293864
62	4.77401675
63	7.60702093
64	2.666367134
65	5.408407285
66	6.018502265
67	4.55563711
68	12.91622144
69	9.166674893
70	2.465337657
71	2.5685749
72	6.01124648
73	5.226043477
74	2.803589538
75	2.923620701
76	2.464596954
77	3.346233956
78	10.25741567
80	3.313257167
81	5.848346603
82	7.119473431
83	3.58771074
84	2.951381088
85	4.554553175
86	2.912246305
87	3.75269795
88	4.12844701
90	5.439931556
91	4.613819697
92	5.066891979
95	3.527465184
97	3.660597284
98	4.089819196
99	3.807499499
100	3.071276691
101	5.967216419
102	3.459328138
103	2.245743329
104	3.56659818
105	2.760539404
106	2.727510728
107	3.060649144
108	3.447821544
109	2.975664699
110	3.22068907
111	3.065850129
112	4.292307725
113	3.206693831
114	2.971475163
115	2.394948213
116	2.334673323
117	2.918893348
119	2.614195792
122	3.234936585
123	4.220321295
124	4.815229442
126	2.888531848
127	3.197563048
128	2.621696982
129	4.114363112
130	2.459991784
132	2.628475137
133	3.736891976
134	3.935934739
135	2.800352187
136	3.129880196
138	2.389161876
142	3.778028629
143	2.661862119
144	2.599169539
145	2.806631845
146	2.629632965
148	2.210843113
149	2.478143297
151	2.856575743
152	2.246590625
153	3.461811011
154	2.905918304
155	2.232350021
156	2.16772695
158	3.487064489
159	1.832710846
160	2.573404325
161	2.575606603
162	1.91485636
164	2.434768984
165	2.607719692
167	2.49878743
168	2.408925407
170	2.033159809
171	2.620176459
174	2.960265906
176	2.064560552
177	2.701930729
178	2.692844493
179	2.817336086
180	3.006290439
181	2.349873034
182	2.420434106
183	2.469912968
184	2.624939676
186	2.601681445
187	3.190806956
189	2.618699629
190	2.881663999
191	2.463083416
192	2.84240041
193	2.929577034
194	2.66730974
196	3.024393184
197	2.330524788
198	3.368630234
200	2.975702645
202	2.796050987
205	2.929286008
206	2.424352758
208	3.041330767
209	2.944947429
210	2.761946719
211	3.037559002
212	2.212831254
213	3.580257327
214	2.460057828
215	2.559370932
217	2.556499576
218	2.88544577
219	2.429981016
220	4.534428552
221	2.662895397
223	3.148856348
225	2.82694701
227	3.421529027
228	2.644391027
230	3.134336621
231	3.223351796
234	3.965980938
236	4.051660196
237	3.621442972
238	2.98973388
239	4.677791287
240	3.01050916
241	4.016146146
242	6.075350665
243	4.771019643
244	4.273634751
245	7.748448026
246	3.497151904
247	3.283961677
249	4.096767014
250	4.577539314
251	4.072025691
253	3.020541393
254	6.49439845
255	2.113441922
256	4.1140934
257	6.093473589
258	5.38923365
259	5.439692745
260	5.842868332
261	3.055834085
262	4.714416884
263	6.139810198
264	7.167844243
265	4.507777615
266	4.578411684
267	3.980365179
268	3.498109168
269	3.698353256
270	6.896423742
271	5.800298351
272	4.778509336
273	6.042398319
274	4.865315614
275	6.712280904
276	5.414021548
280	5.272698899
281	6.181844461
282	4.754313454
283	7.114881023
284	4.887654043
285	8.699296872
286	2.735892863
287	9.580459815
288	8.854246374
289	5.803596627
290	7.450567587
291	4.465424384
292	4.392478595
293	4.391743767
295	7.474780221
296	5.947799319
299	5.742422228
300	6.709643735
306	6.687344843
308	4.82669372
314	6.785406421
365	6.785
366	6.785
367	3.689
402	3.689423162
404	5.259770536
405	6.614968514
406	10.04179556
408	5.831579107
409	5.563186635
410	12.40599079
411	6.710655284
413	5.526632954
414	6.808136042
415	6.115243625
416	14.60410036
420	7.181911869
421	7.086145312
422	4.490530753
424	4.216250225
425	10.41574534
426	4.107915645
427	3.912293864
428	4.77401675
429	7.60702093
430	2.666367134
431	5.408407285
432	6.018502265
433	4.55563711
434	12.91622144
435	9.166674893
436	2.465337657
437	2.5685749
438	6.01124648
439	5.226043477
440	2.803589538
441	2.923620701
442	2.464596954
443	3.346233956
444	10.25741567
446	3.313257167
447	5.848346603
448	7.119473431
449	3.58771074
450	2.951381088
451	4.554553175
452	2.912246305
453	3.75269795
454	4.12844701
456	5.439931556
457	4.613819697
458	5.066891979
461	3.527465184
463	3.660597284
464	4.089819196
465	3.807499499
466	3.071276691
467	5.967216419
468	3.459328138
469	2.245743329
470	3.56659818
471	2.760539404
472	2.727510728
473	3.060649144
474	3.447821544
475	2.975664699
476	3.22068907
477	3.065850129
478	4.292307725
479	3.206693831
480	2.971475163
481	2.394948213
482	2.334673323
483	2.918893348
485	2.614195792
488	3.234936585
489	4.220321295
490	4.815229442
492	2.888531848
493	3.197563048
494	2.621696982
495	4.114363112
496	2.459991784
498	2.628475137
499	3.736891976
500	3.935934739
501	2.800352187
502	3.129880196
504	2.389161876
508	3.778028629
509	2.661862119
510	2.599169539
511	2.806631845
512	2.629632965
514	2.210843113
515	2.478143297
517	2.856575743
518	2.246590625
519	3.461811011
520	2.905918304
521	2.232350021
522	2.16772695
524	3.487064489
525	1.832710846
526	2.573404325
527	2.575606603
528	1.91485636
530	2.434768984
531	2.607719692
533	2.49878743
534	2.408925407
536	2.033159809
537	2.620176459
540	2.960265906
542	2.064560552
543	2.701930729
544	2.692844493
545	2.817336086
546	3.006290439
547	2.349873034
548	2.420434106
549	2.469912968
550	2.624939676
552	2.601681445
553	3.190806956
555	2.618699629
556	2.881663999
557	2.463083416
558	2.84240041
559	2.929577034
560	2.66730974
562	3.024393184
563	2.330524788
564	3.368630234
566	2.975702645
568	2.796050987
571	2.929286008
572	2.424352758
574	3.041330767
575	2.944947429
576	2.761946719
577	3.037559002
578	2.212831254
579	3.580257327
580	2.460057828
581	2.559370932
583	2.556499576
584	2.88544577
585	2.429981016
586	4.534428552
587	2.662895397
589	3.148856348
591	2.82694701
593	3.421529027
594	2.644391027
596	3.134336621
597	3.223351796
600	3.965980938
602	4.051660196
603	3.621442972
604	2.98973388
605	4.677791287
606	3.01050916
607	4.016146146
608	6.075350665
609	4.771019643
610	4.273634751
611	7.748448026
612	3.497151904
613	3.283961677
615	4.096767014
616	4.577539314
617	4.072025691
619	3.020541393
620	6.49439845
621	2.113441922
622	4.1140934
623	6.093473589
624	5.38923365
625	5.439692745
626	5.842868332
627	3.055834085
628	4.714416884
629	6.139810198
630	7.167844243
631	4.507777615
632	4.578411684
633	3.980365179
634	3.498109168
635	3.698353256
636	6.896423742
