481	9.8
482	9.9
483	10
484	10.1
485	10.2
486	10.3
487	10.4
488	10.6
489	10.7
490	10.8
491	10.9
492	11
493	11.1
494	11.2
495	11.3
496	11.4
497	11.5
498	11.6
499	11.7
500	11.8
501	11.9
502	12.1
503	12.2
504	12.3
505	12.4
506	12.5
507	12.6
508	12.7
509	12.8
510	12.9
511	13
512	13.1
513	13.2
514	13.3
515	13.4
516	13.6
517	13.7
518	13.8
519	13.9
520	14
521	14.1
522	14.2
523	14.3
524	14.4
525	14.5
526	14.6
527	14.7
528	14.8
529	14.9
530	15.1
531	15.2
532	15.3
533	15.4
534	15.5
535	15.6
536	15.7
537	15.8
538	15.9
539	16
540	16.1
541	16.2
542	16.3
543	16.4
544	16.6
545	16.7
546	16.8
547	16.9
548	17
549	17.1
550	17.2
551	17.4
552	17.6
553	17.7
554	17.9
555	18.2
556	18.4
557	18.4
558	18.2
559	18.5
560	18.5
561	18.6
562	18.3
563	18.5
564	18.8
565	19
566	18.8
567	18.5
568	18.5
569	18.4
570	18.5
571	18.9
572	18.9
573	18.5
574	18.3
575	18.2
576	18.3
577	18.3
578	18.3
579	18.2
580	18.1
581	18
582	18
583	18
584	18.1
585	18.2
586	18.2
587	18.3
588	18.4
589	18.4
590	18.5
591	18.6
592	18.4
593	18.4
594	18.3
595	18.4
596	18.3
597	18.3
598	18.3
599	18.4
600	18.5
601	18.5
602	18.6
603	18.7
604	18.9
605	19
606	19.1
607	19.1
608	19
609	19.1
610	19
611	19.1
612	19
613	18.9
614	18.7
615	18.7
616	18.4
617	18.5
618	18.4
619	18.1
620	18
621	17.9
622	17.8
623	17.6
624	17.5
625	17.5
626	17.4
627	17.2
628	17.2
629	17.1
630	17.2
631	17.2
632	17.2
633	17.1
634	17.2
635	17.2
636	17.3
637	17.3
638	17.3
639	17.2
640	17.2
641	17
642	16.9
643	16.7
644	16.6
645	16.4
646	16.4
647	16.3
648	16.3
649	16.3
650	16.2
651	16.2
652	16.3
653	16.2
654	16.3
655	16.3
656	16.3
657	16.3
658	16.3
659	16.2
660	16
661	15.8
662	15.9
663	15.9
664	15.9
665	15.7
666	15.5
667	15.5
668	15.1
669	15
670	15
671	14.9
672	14.8
673	14.7
674	14.6
675	14.3
676	14
677	13.9
678	13.8
679	13.6
680	13.5
681	13.3
682	13
683	12.9
684	12.9
685	12.8
686	12.6
687	12.4
688	12.2
689	12
690	12.5
691	12.5
692	12.3
693	12.1
694	11.9
695	11.7
696	11.8
697	11.4
698	11.2
699	11
700	10.8
701	10.7
702	10.4
703	10.1
704	9.9
705	10.7
706	10.6
707	9.5
708	10.1
709	8.9
710	9.9
711	9.6
712	9.4
713	9.4
714	9.2
715	9.1
716	8.7
717	8.5
718	8.3
719	8.4
720	8.4
721	8.4
722	8.7
723	9.3
724	8.8
725	8.8
726	8.7
727	9.1
728	9
729	9.1
730	9.2
731	9.3
