6.1177,5.7911,4.794,3.9309,3.4817,2.9563,2.6091,2.2582,2.1327,2.0546,2.0236,1.8505,1.7288,1.6597,1.5677,1.4834,1.4705,1.4112,1.3726,1.3446,1.4419,1.5211,1.5244,1.4877,1.4332,1.3691,1.3501,1.3378,1.3328,1.3583,1.3731,1.3622,1.347,1.3492,1.3311,1.2095,1.2244,1.255,1.2319,1.2524,1.2548,1.3079,1.3,1.2779,1.2666,1.2663,1.2305,1.2498,1.2735,1.2797,1.2624,1.2706,1.2438,1.2131,1.2169,1.1631,1.2102,1.2029,1.1868,1.2108,1.2009,1.1458,1.1374,1.1277,1.1319,1.1671,1.1768,1.2232,1.2194,1.245,1.325,1.4059,1.4999,1.4925,1.5326,1.5113,1.451,1.4146,1.4244,1.4006,1.3754,1.3688,1.3633,1.4079,1.4144,1.4225,1.4801,1.4881,1.5086,1.523,1.5955,1.6752
8.4219,6.4321,5.444,4.1862,3.8056,3.0172,2.6662,2.4674,2.1023,2.0556,2.1169,1.9175,1.7551,1.7022,1.6304,1.5324,1.4804,1.472,1.4537,1.3673,1.3639,1.461,1.5635,1.5616,1.4756,1.4248,1.387,1.3826,1.3836,1.3757,1.3696,1.3659,1.3575,1.3193,1.3414,1.2653,1.318,1.305,1.3164,1.2893,1.2526,1.3223,1.2942,1.3241,1.2871,1.2936,1.2435,1.2365,1.2515,1.2929,1.2573,1.2174,1.2406,1.2307,1.2325,1.1964,1.1878,1.1916,1.1447,1.1919,1.1314,1.1575,1.1006,1.0895,1.1042,1.147,1.1436,1.1549,1.1661,1.2031,1.2481,1.2546,1.3436,1.3649,1.4397,1.4337,1.4794,1.4707,1.4128,1.425,1.3915,1.3692,1.4025,1.425,1.4214,1.4033,1.4555,1.4734,1.4729,1.5,1.5234,1.5706
8.4715,4.142,5.5698,4.2378,3.8012,3.182,2.7837,2.4927,2.1656,2.051,2.1183,2.0377,1.8085,1.7396,1.6497,1.6145,1.5068,1.4868,1.4578,1.3682,1.3505,1.4223,1.5538,1.5694,1.5044,1.4409,1.3809,1.4038,1.3901,1.3792,1.3741,1.3663,1.3574,1.3192,1.3537,1.3116,1.3354,1.3661,1.336,1.2945,1.2751,1.3014,1.3031,1.3348,1.3193,1.3306,1.3101,1.2564,1.2576,1.2882,1.2522,1.2429,1.2094,1.2209,1.2093,1.2043,1.1796,1.1572,1.152,1.1473,1.1255,1.1236,1.0955,1.0894,1.1167,1.1166,1.1391,1.1243,1.1501,1.1056,1.1762,1.2307,1.2263,1.3226,1.3476,1.4217,1.4314,1.4768,1.4749,1.4749,1.4811,1.4359,1.4991,1.4686,1.4341,1.4509,1.4362,1.434,1.4693,1.428,1.51,1.5503
8.6947,4.1563,5.2793,4.2793,3.8409,3.2182,2.8387,2.5806,2.1915,2.0854,2.1239,2.2143,1.8581,1.7499,1.7299,1.6777,1.5561,1.5654,1.4708,1.3725,1.3695,1.3949,1.483,1.5812,1.5185,1.4935,1.3889,1.3913,1.3924,1.3908,1.3786,1.3476,1.3859,1.3446,1.35,1.3189,1.3916,1.3756,1.4166,1.3115,1.3125,1.3112,1.3186,1.358,1.3421,1.3152,1.3215,1.3352,1.2556,1.2894,1.2587,1.2606,1.2269,1.1949,1.1944,1.1579,1.1663,1.1702,1.1378,1.1381,1.1059,1.1222,1.0927,1.091,1.0767,1.1004,1.0865,1.1099,1.1188,1.0996,1.1543,1.1553,1.2026,1.2158,1.2962,1.3307,1.3897,1.4282,1.4726,1.5025,1.4686,1.4927,1.521,1.5009,1.4416,1.428,1.4959,1.4541,1.4905,1.4436,1.5408,1.541
9.0743,4.0363,5.7115,4.6225,4.0982,3.3975,2.9293,2.6012,2.2851,2.0979,2.0518,2.1972,1.8852,1.8591,1.7813,1.7002,1.6233,1.567,1.5099,1.393,1.4027,1.4097,1.4867,1.558,1.5383,1.4858,1.4677,1.4073,1.3849,1.3875,1.4135,1.365,1.398,1.3428,1.3556,1.3252,1.3959,1.4091,1.4705,1.4017,1.3134,1.3328,1.3301,1.3362,1.3474,1.3162,1.3368,1.3489,1.3541,1.3074,1.2715,1.2381,1.24,1.2249,1.1622,1.1329,1.1452,1.1458,1.134,1.103,1.1046,1.0924,1.099,1.0947,1.0702,1.0598,1.0681,1.0893,1.1085,1.0912,1.0733,1.0884,1.1386,1.1823,1.2588,1.2913,1.3446,1.3965,1.4414,1.5058,1.5196,1.5125,1.5554,1.5225,1.4919,1.4501,1.5038,1.5424,1.4996,1.4914,1.5147,1.5274
9.9556,7.1733,5.8731,5.0822,4.0982,3.7023,3.1379,2.7051,2.4944,2.1658,2.043,2.1539,1.9804,1.873,1.7848,1.719,1.6314,1.6204,1.5163,1.4308,1.4179,1.4019,1.482,1.4697,1.5051,1.484,1.5074,1.4406,1.4072,1.4294,1.4196,1.3789,1.4194,1.4013,1.3423,1.3685,1.4,1.4612,1.4837,1.4532,1.4114,1.3698,1.3246,1.3584,1.3779,1.3679,1.3501,1.3636,1.3606,1.3034,1.2582,1.2466,1.2475,1.2296,1.1693,1.12,1.1413,1.1098,1.1243,1.1211,1.0631,1.0903,1.0765,1.0647,1.0492,1.0844,1.0664,1.041,1.0868,1.075,1.0629,1.0774,1.0783,1.1141,1.161,1.2287,1.2729,1.3321,1.4325,1.4892,1.4947,1.533,1.5604,1.4957,1.5019,1.4557,1.5019,1.4956,1.5136,1.4809,1.485,1.4966
11.283,6.9465,5.6829,5.0927,4.2498,3.6967,3.124,2.8019,2.5374,2.2679,2.0514,2.0845,2.0867,1.9161,1.8183,1.7224,1.7134,1.6311,1.5725,1.4657,1.4457,1.4183,1.4572,1.4712,1.5007,1.502,1.5198,1.4886,1.425,1.3929,1.4493,1.4232,1.4175,1.4188,1.4016,1.3852,1.4088,1.492,1.4921,1.494,1.5057,1.3964,1.3794,1.353,1.4026,1.4158,1.3933,1.3823,1.3722,1.3374,1.2679,1.244,1.2425,1.2448,1.1798,1.1593,1.1212,1.0933,1.0972,1.1189,1.0634,1.0667,1.0872,1.0563,1.0301,1.0598,1.0572,1.0374,1.0475,1.0541,1.0492,1.0714,1.0649,1.0536,1.1326,1.1267,1.2411,1.2645,1.3486,1.4069,1.4441,1.4586,1.4681,1.4993,1.4685,1.44,1.4568,1.4802,1.4174,1.4568,1.452,1.4912
NaN,6.0316,5.696,5.5191,4.2571,3.8079,3.2694,2.8285,2.5498,2.3209,2.098,2.0841,2.0616,2.0114,1.8771,1.7606,1.7687,1.7239,1.598,1.5439,1.4396,1.4202,1.4611,1.4706,1.4758,1.4874,1.4791,1.5205,1.4896,1.4134,1.4309,1.5176,1.4636,1.4409,1.4331,1.401,1.4169,1.4674,1.5064,1.5465,1.5286,1.4926,1.3802,1.3781,1.3955,1.4006,1.3916,1.3914,1.4068,1.424,1.3459,1.3072,1.2395,1.2648,1.2009,1.1864,1.1464,1.0665,1.0843,1.0821,1.0675,1.0764,1.0694,1.0309,1.028,1.0489,1.0547,1.0382,1.0385,1.0256,1.0635,1.089,1.0587,1.0505,1.0509,1.1096,1.1555,1.2445,1.2919,1.3452,1.3556,1.4352,1.4534,1.465,1.4299,1.439,1.4532,1.4371,1.4368,1.4342,1.4565,1.4403
NaN,7.5521,6.7485,5.7292,4.5979,3.9858,3.3137,2.9313,2.6069,2.3149,2.1057,2.0338,2.0682,2.0402,1.8781,1.8136,1.753,1.7485,1.6845,1.5906,1.4656,1.4317,1.4476,1.4711,1.4801,1.4666,1.4879,1.5218,1.4853,1.4671,1.4236,1.525,1.4931,1.4439,1.4446,1.4447,1.4236,1.4366,1.4985,1.5628,1.5659,1.5003,1.455,1.4033,1.405,1.3813,1.4,1.4278,1.4079,1.424,1.4019,1.3218,1.2841,1.2373,1.2142,1.2338,1.1714,1.0711,1.0447,1.0914,1.0554,1.0669,1.0684,1.0414,1.0399,1.0521,1.0545,1.0346,1.0505,1.0365,1.0451,1.0809,1.0612,1.0488,1.0436,1.0463,1.1066,1.1681,1.2506,1.2742,1.327,1.3981,1.4123,1.3912,1.4106,1.4099,1.4441,1.4144,1.4336,1.4488,1.4131,1.4324
NaN,7.9928,7.5238,5.9173,4.386,3.9694,3.3782,3.061,2.7054,2.4563,2.1925,2.0425,2.0348,2.0798,1.9211,1.8196,1.783,1.7645,1.7431,1.6212,1.5143,1.434,1.4036,1.441,1.4518,1.4788,1.5108,1.5246,1.5148,1.4825,1.4728,1.4816,1.5121,1.4699,1.4782,1.4647,1.4612,1.4474,1.4623,1.5157,1.5517,1.5478,1.5919,1.4519,1.4181,1.3885,1.3931,1.4328,1.4198,1.4227,1.4052,1.3736,1.2955,1.262,1.2209,1.2068,1.1846,1.1087,1.0644,1.068,1.056,1.0507,1.0618,1.0759,1.0435,1.0431,1.0533,1.0403,1.0369,1.0353,1.0471,1.0504,1.0504,1.077,1.0571,1.0202,1.0296,1.1256,1.1384,1.2455,1.2931,1.3606,1.377,1.3546,1.4038,1.3998,1.3789,1.407,1.3839,1.3897,1.3732,1.3733
